HTL1_u_h,HTL1_Ntr,HTL2_u_h,EML_u_h,EML_u_e,EML_recom,ETL2_u_e,ETL1_u_e,ETL1_Ntr
8.128E-04,1.585E+17,8.913E-05,1.230E-07,5.370E-08,9.129E-14,5.248E-04,1.862E-06,7.586E+15
1.148E-06,2.884E+14,2.692E-04,9.550E-09,4.169E-07,2.203E-13,7.244E-08,4.266E-07,4.365E+15
1.288E-04,8.511E+16,1.549E-08,8.318E-10,4.467E-09,2.737E-15,1.905E-06,6.761E-05,3.236E+17
9.120E-04,3.311E+17,1.585E-06,1.318E-08,1.585E-08,1.500E-14,2.188E-06,1.259E-07,2.188E+16
1.905E-05,4.677E+14,1.905E-05,3.467E-08,1.148E-09,1.850E-14,6.761E-08,1.202E-07,1.622E+16
4.571E-04,8.710E+16,9.550E-06,1.072E-06,6.457E-09,5.568E-13,5.012E-07,7.244E-04,1.445E+15
6.607E-08,2.291E+14,6.166E-06,2.692E-08,3.715E-10,1.409E-14,1.549E-07,1.778E-07,3.020E+15
8.128E-08,2.818E+14,6.166E-05,3.162E-08,4.571E-08,3.995E-14,3.388E-06,2.089E-08,1.230E+16
3.890E-04,4.074E+17,1.622E-07,6.607E-07,3.388E-09,3.430E-13,1.549E-04,3.548E-05,4.677E+15
2.754E-08,3.020E+17,1.230E-06,1.549E-06,4.786E-10,8.003E-13,3.020E-08,2.630E-06,1.995E+17
1.413E-05,6.918E+15,3.388E-07,8.128E-07,2.818E-10,4.200E-13,1.122E-06,2.042E-08,2.455E+17
3.311E-08,1.202E+15,3.162E-06,1.175E-06,1.047E-09,6.074E-13,2.344E-06,5.623E-08,1.445E+17
3.162E-08,6.761E+14,5.888E-07,3.162E-07,3.162E-06,1.797E-12,5.623E-04,2.512E-05,8.511E+15
4.266E-05,2.291E+15,1.349E-06,2.754E-10,9.772E-09,5.190E-15,6.918E-07,1.738E-07,1.698E+14
1.230E-05,4.898E+14,2.754E-05,7.413E-09,1.202E-08,1.004E-14,5.012E-04,5.370E-08,9.550E+16
7.943E-07,7.413E+17,1.698E-05,8.511E-09,1.318E-06,6.853E-13,7.586E-04,7.079E-05,1.259E+17
6.607E-04,4.169E+17,4.169E-05,5.370E-08,3.090E-09,2.934E-14,2.754E-04,3.388E-07,2.951E+17
2.239E-05,3.548E+14,6.607E-05,2.291E-08,1.047E-10,1.189E-14,1.622E-07,3.090E-04,9.120E+15
3.162E-05,9.120E+16,9.333E-08,2.344E-06,5.129E-06,3.860E-12,2.399E-08,2.399E-07,3.311E+14
5.129E-08,8.318E+17,4.571E-04,5.623E-08,1.585E-08,3.723E-14,2.630E-04,1.445E-07,2.692E+17
1.318E-05,2.089E+15,3.020E-04,1.175E-07,2.344E-10,6.081E-14,6.457E-07,3.311E-04,6.918E+14
4.467E-08,1.413E+17,2.818E-05,5.754E-10,2.239E-06,1.157E-12,6.166E-05,1.413E-06,8.318E+15
5.754E-07,1.175E+15,6.607E-06,1.202E-07,2.570E-08,7.538E-14,9.120E-04,2.138E-06,8.913E+15
4.677E-04,1.514E+17,4.786E-08,6.166E-08,1.622E-07,1.156E-13,1.660E-06,2.884E-06,2.951E+15
7.586E-04,1.413E+15,1.096E-06,3.715E-07,1.622E-06,1.030E-12,6.166E-07,1.148E-05,6.026E+17
9.333E-06,2.630E+16,3.715E-08,6.457E-08,4.169E-10,3.357E-14,9.333E-04,5.248E-07,9.333E+16
6.026E-06,6.310E+15,6.310E-06,5.754E-09,7.762E-07,4.039E-13,6.607E-06,1.738E-08,1.862E+15
5.495E-07,2.291E+15,1.820E-08,1.995E-08,1.622E-08,1.868E-14,6.166E-05,2.239E-04,1.096E+17
6.761E-04,3.715E+14,6.166E-04,2.754E-09,3.802E-07,1.978E-13,9.333E-04,4.677E-06,1.862E+14
2.818E-08,2.399E+14,7.586E-04,1.288E-10,1.778E-06,9.186E-13,3.388E-05,1.660E-05,5.129E+15
6.761E-08,1.023E+15,4.365E-07,6.457E-09,3.236E-09,5.007E-15,1.230E-06,7.244E-07,1.660E+14
6.607E-05,2.042E+15,8.913E-05,4.169E-09,1.660E-06,8.594E-13,1.175E-05,2.884E-07,2.884E+16
9.333E-04,6.457E+15,1.202E-05,1.023E-10,7.079E-10,4.185E-16,6.918E-07,5.370E-06,1.175E+16
5.248E-07,1.023E+17,1.000E-04,6.761E-06,6.607E-10,3.493E-12,1.175E-08,7.413E-04,5.248E+17
1.259E-05,2.239E+14,1.995E-07,8.128E-06,3.631E-08,4.217E-12,7.943E-06,1.230E-05,2.570E+14
4.365E-06,7.586E+16,3.020E-07,3.548E-08,1.445E-08,2.579E-14,2.692E-06,3.631E-08,1.072E+14
7.413E-06,6.166E+17,3.890E-04,2.291E-09,8.710E-08,4.617E-14,2.138E-08,2.455E-07,2.951E+17
5.888E-07,2.138E+14,9.120E-04,7.943E-07,8.913E-07,8.707E-13,2.344E-07,9.772E-05,1.380E+14
9.772E-04,2.399E+15,1.148E-05,8.511E-09,1.445E-08,1.186E-14,3.981E-06,4.786E-04,1.820E+17
5.012E-05,1.445E+14,2.291E-05,1.549E-07,6.918E-06,3.654E-12,3.311E-08,1.175E-07,4.074E+16
3.162E-04,2.512E+16,5.888E-05,1.445E-08,7.413E-06,3.837E-12,8.128E-08,1.288E-06,1.202E+16
1.175E-08,2.951E+17,1.585E-08,1.000E-07,2.951E-08,6.690E-14,9.120E-07,2.884E-06,6.457E+16
1.122E-06,7.943E+14,2.239E-08,4.467E-10,1.230E-07,6.378E-14,7.943E-07,7.943E-08,2.042E+17
3.388E-08,6.026E+17,2.291E-08,8.128E-06,2.239E-07,4.314E-12,3.715E-08,1.259E-04,8.511E+15
1.202E-06,1.585E+17,3.715E-04,4.169E-08,9.550E-06,4.955E-12,2.884E-06,9.120E-06,6.166E+16
2.570E-08,1.738E+15,1.950E-04,2.042E-10,3.631E-06,1.876E-12,7.762E-07,2.455E-04,6.166E+14
2.512E-05,3.802E+17,3.236E-07,4.074E-07,1.047E-07,2.645E-13,2.692E-05,8.710E-07,2.138E+16
2.884E-07,8.511E+15,5.888E-08,4.677E-06,1.479E-10,2.416E-12,1.000E-03,1.318E-08,3.162E+16
8.913E-07,3.311E+17,1.778E-04,7.079E-06,5.129E-06,6.306E-12,1.349E-08,2.089E-07,3.090E+15
1.549E-05,5.129E+14,3.548E-05,8.710E-08,6.918E-10,4.535E-14,3.715E-07,4.677E-05,1.148E+14
4.467E-04,2.291E+14,3.548E-04,2.138E-08,1.622E-09,1.188E-14,2.138E-08,4.365E-04,1.514E+15
2.951E-07,1.479E+17,3.020E-06,1.288E-10,2.512E-08,1.304E-14,5.495E-05,1.738E-04,2.818E+15
2.692E-04,1.905E+15,1.096E-08,1.072E-06,7.943E-08,5.945E-13,2.188E-06,1.148E-07,6.761E+17
1.175E-06,3.388E+15,4.074E-06,8.511E-07,3.388E-06,2.190E-12,9.772E-08,8.128E-04,1.380E+14
7.079E-07,4.169E+14,9.772E-07,5.129E-07,7.079E-10,2.653E-13,2.818E-04,8.318E-08,2.188E+15
9.550E-05,3.715E+17,6.918E-07,1.905E-06,4.677E-06,3.400E-12,2.951E-07,4.786E-08,3.548E+16
2.512E-08,8.511E+14,1.514E-07,3.236E-08,1.288E-06,6.822E-13,1.514E-06,2.138E-04,3.981E+15
7.943E-06,8.128E+17,3.467E-05,1.288E-08,8.511E-08,5.062E-14,2.455E-05,3.715E-04,2.344E+17
3.162E-04,2.089E+17,1.175E-06,8.913E-07,4.074E-09,4.625E-13,9.550E-05,1.820E-08,2.138E+16
7.586E-04,6.607E+14,4.074E-04,2.344E-09,2.399E-07,1.251E-13,1.862E-07,8.913E-05,5.370E+16
4.786E-06,1.096E+17,1.288E-05,2.344E-06,4.266E-09,1.213E-12,4.169E-07,5.495E-04,5.012E+17
5.012E-04,5.754E+15,3.162E-05,1.072E-07,1.738E-09,5.625E-14,2.239E-07,5.623E-06,3.715E+14
9.772E-04,1.047E+15,6.166E-07,1.122E-08,5.370E-10,6.073E-15,7.586E-07,4.169E-07,4.266E+14
1.698E-07,3.311E+14,5.754E-07,1.445E-09,4.677E-07,2.424E-13,1.514E-07,7.244E-08,5.623E+15
2.512E-04,3.162E+14,1.995E-08,7.413E-08,1.905E-09,3.928E-14,4.169E-06,2.512E-07,6.310E+16
1.023E-08,4.074E+15,1.698E-08,3.890E-10,2.291E-06,1.184E-12,1.738E-04,1.148E-08,4.169E+17
1.000E-07,7.079E+16,9.120E-04,3.467E-10,1.905E-08,1.002E-14,1.122E-08,4.898E-07,1.622E+15
8.710E-05,1.023E+16,2.692E-08,1.660E-10,6.607E-09,3.499E-15,4.266E-06,2.399E-06,5.129E+16
5.495E-07,2.344E+15,6.761E-07,3.981E-09,6.166E-10,2.375E-15,2.089E-04,1.000E-03,2.818E+14
9.120E-04,6.310E+17,1.549E-06,1.778E-08,8.128E-09,1.338E-14,5.012E-05,6.918E-08,1.950E+15
2.754E-04,4.786E+14,8.318E-06,3.236E-08,1.202E-06,6.377E-13,1.514E-07,7.586E-06,1.288E+15
2.754E-04,4.786E+14,8.318E-06,3.236E-08,1.202E-06,6.377E-13,1.514E-07,7.586E-06,1.288E+15
8.511E-05,2.692E+15,4.898E-07,1.000E-08,1.514E-08,1.298E-14,1.349E-06,2.512E-06,4.266E+17
6.026E-06,2.692E+16,3.388E-05,1.778E-10,4.898E-06,2.530E-12,6.310E-05,4.786E-04,2.951E+17
4.169E-04,8.913E+14,1.047E-08,2.884E-08,4.365E-07,2.404E-13,5.129E-05,7.943E-08,2.570E+14
1.585E-04,2.239E+15,3.020E-05,7.586E-06,2.754E-06,5.341E-12,1.905E-04,4.467E-04,8.318E+17
1.023E-04,5.623E+14,4.266E-04,1.585E-07,5.248E-10,8.214E-14,2.089E-05,1.820E-06,1.072E+15
1.023E-05,5.888E+14,3.890E-07,1.413E-08,1.514E-08,1.511E-14,2.042E-07,6.761E-05,6.026E+15
7.762E-07,2.291E+17,2.570E-05,1.202E-08,5.248E-09,8.921E-15,2.692E-07,1.072E-05,1.047E+15
2.570E-06,8.913E+14,5.012E-05,2.089E-09,1.660E-06,8.583E-13,5.495E-05,5.888E-04,6.918E+17
1.288E-05,4.266E+17,8.318E-05,1.660E-06,3.311E-07,1.028E-12,2.754E-04,3.236E-07,6.457E+15
4.169E-06,1.096E+14,9.772E-04,5.495E-06,1.698E-06,3.716E-12,1.820E-04,1.230E-08,2.239E+16
8.318E-07,4.786E+15,5.012E-07,4.677E-09,1.698E-08,1.119E-14,4.677E-05,2.818E-06,5.888E+14
1.288E-07,1.738E+14,1.096E-05,3.548E-09,2.818E-06,1.458E-12,5.012E-04,7.586E-08,6.166E+15
2.754E-08,6.026E+15,2.570E-06,7.586E-08,1.660E-08,4.776E-14,3.236E-06,2.692E-08,5.495E+16
1.514E-05,1.995E+17,9.772E-08,2.344E-10,4.898E-06,2.530E-12,7.079E-07,1.778E-04,2.291E+17
1.778E-04,1.047E+17,5.248E-07,3.020E-10,3.311E-08,1.726E-14,3.548E-04,8.913E-06,3.631E+16
2.239E-07,4.365E+14,3.311E-04,9.550E-08,2.239E-08,6.089E-14,3.162E-04,2.399E-05,7.413E+15
1.905E-08,2.818E+16,5.754E-04,6.166E-06,9.333E-10,3.185E-12,6.310E-08,3.631E-04,3.020E+17
4.898E-08,1.698E+14,1.259E-08,4.898E-07,2.951E-09,2.545E-13,5.623E-06,1.698E-06,8.318E+16
1.778E-04,3.236E+16,4.571E-07,3.020E-09,7.762E-09,5.570E-15,2.455E-05,2.344E-06,2.089E+15
8.913E-08,4.677E+14,2.455E-06,2.951E-09,3.631E-08,2.028E-14,2.239E-05,1.202E-06,2.455E+16
1.318E-08,4.074E+17,5.012E-06,4.571E-06,3.802E-06,4.325E-12,2.291E-04,1.096E-05,6.457E+17
3.311E-04,2.630E+15,5.623E-06,8.511E-06,3.981E-06,6.453E-12,1.380E-06,1.072E-06,2.570E+14
1.820E-08,2.239E+16,5.370E-04,2.239E-08,5.370E-10,1.184E-14,5.888E-05,1.820E-05,9.333E+16
2.884E-04,1.202E+14,9.333E-08,1.738E-08,1.175E-07,6.967E-14,2.455E-05,2.692E-05,4.786E+15
7.762E-05,1.995E+15,1.905E-06,1.820E-06,1.000E-07,9.916E-13,1.514E-06,4.898E-04,1.175E+16
2.754E-05,1.072E+16,1.585E-08,1.318E-09,1.445E-06,7.473E-13,2.630E-05,2.344E-07,6.918E+17
4.169E-08,1.122E+15,9.120E-05,6.026E-09,6.026E-09,6.225E-15,1.905E-08,6.310E-04,2.042E+15
3.388E-07,3.890E+17,2.570E-07,1.905E-10,3.890E-08,2.019E-14,5.012E-06,2.754E-08,1.950E+15
1.622E-04,4.074E+14,7.244E-06,6.026E-09,1.148E-09,3.706E-15,6.761E-07,7.762E-06,3.548E+17
1.698E-06,3.631E+16,4.074E-04,2.884E-10,3.467E-09,1.940E-15,3.981E-07,1.288E-04,1.259E+16
5.495E-04,6.607E+14,1.514E-06,4.169E-10,1.380E-06,7.132E-13,5.495E-06,1.698E-07,9.120E+14
4.786E-05,3.467E+14,6.918E-07,1.000E-10,2.754E-07,1.423E-13,1.479E-06,4.786E-06,1.413E+15
1.622E-04,1.905E+15,4.467E-08,1.698E-08,3.090E-09,1.037E-14,7.244E-08,1.479E-05,1.000E+14
1.148E-08,7.943E+17,2.239E-08,1.905E-08,1.622E-10,9.926E-15,1.862E-05,2.089E-04,4.677E+14
2.630E-08,1.122E+14,1.259E-06,5.754E-07,8.511E-06,4.694E-12,2.042E-06,5.754E-07,7.586E+14
3.090E-08,5.495E+15,5.370E-07,2.884E-07,3.715E-07,3.409E-13,8.710E-07,1.549E-05,7.413E+17
7.079E-08,5.623E+16,5.623E-07,2.692E-06,1.479E-06,2.154E-12,2.399E-04,1.288E-04,6.026E+17
6.166E-07,3.236E+15,2.291E-05,1.778E-07,4.074E-06,2.196E-12,2.818E-06,5.012E-06,4.467E+16
4.074E-05,1.288E+17,6.166E-05,1.585E-06,1.288E-08,8.253E-13,1.820E-04,1.349E-08,2.512E+14
3.548E-04,5.248E+14,1.047E-06,7.413E-10,3.715E-07,1.923E-13,1.000E-06,1.047E-06,4.898E+16
6.310E-05,1.778E+15,1.072E-05,2.818E-07,7.079E-08,1.822E-13,4.467E-05,4.786E-06,3.311E+17
1.259E-06,3.715E+16,2.089E-06,6.607E-10,1.202E-08,6.552E-15,6.918E-07,6.761E-08,1.950E+17
1.288E-05,4.169E+14,1.820E-05,7.586E-06,5.129E-07,4.183E-12,4.786E-08,1.778E-05,2.239E+17
2.455E-06,3.802E+17,1.660E-07,7.762E-08,7.586E-08,7.928E-14,9.120E-04,5.129E-05,6.918E+16
6.457E-08,4.571E+17,6.457E-08,4.365E-09,6.457E-10,2.588E-15,7.943E-05,1.072E-08,4.467E+14
3.020E-08,2.754E+15,1.122E-06,1.380E-08,9.333E-06,4.828E-12,1.318E-08,8.511E-07,1.585E+17
7.762E-06,8.318E+17,6.607E-05,2.512E-07,1.202E-08,1.360E-13,7.762E-07,3.388E-04,1.349E+15
4.677E-05,4.571E+15,5.495E-04,3.890E-09,1.047E-07,5.610E-14,3.236E-07,1.549E-04,9.772E+14
8.511E-07,1.122E+15,1.514E-04,2.089E-07,1.698E-09,1.088E-13,3.802E-05,4.571E-07,2.570E+16
2.344E-08,2.692E+16,3.311E-04,1.047E-09,9.120E-06,4.711E-12,6.457E-08,9.550E-08,1.995E+16
4.266E-07,4.467E+16,4.074E-08,1.349E-08,7.244E-09,1.071E-14,1.047E-07,1.413E-08,4.677E+17
3.311E-04,7.586E+16,1.122E-06,2.291E-07,1.445E-10,1.184E-13,3.311E-05,6.761E-08,2.042E+16
7.244E-08,1.259E+14,9.333E-04,2.570E-06,2.692E-10,1.328E-12,7.079E-05,1.698E-07,2.884E+16
4.467E-04,3.631E+15,3.311E-08,4.074E-07,2.818E-08,2.250E-13,8.913E-08,2.570E-07,3.020E+16
5.129E-08,1.259E+15,3.388E-05,9.550E-10,7.762E-09,4.503E-15,2.951E-08,3.236E-06,1.698E+15
1.288E-08,2.570E+15,1.349E-05,1.585E-09,2.512E-09,2.116E-15,2.512E-07,4.467E-08,4.074E+14
6.166E-06,1.862E+16,2.239E-05,1.820E-07,1.514E-09,9.478E-14,3.162E-06,5.370E-08,4.365E+16
3.631E-06,1.660E+17,1.514E-07,2.570E-08,2.042E-10,1.338E-14,6.607E-04,4.898E-06,2.291E+15
7.586E-05,6.457E+16,9.772E-07,6.761E-08,3.548E-09,3.676E-14,1.122E-04,3.981E-04,1.738E+15
1.175E-05,4.898E+14,4.074E-07,2.818E-07,2.951E-06,1.670E-12,1.202E-05,3.631E-05,6.607E+16
1.585E-05,7.244E+15,5.495E-05,2.399E-09,6.761E-10,1.588E-15,7.244E-08,8.913E-04,8.318E+15
9.550E-04,9.550E+16,4.365E-08,1.202E-06,1.023E-10,6.211E-13,1.096E-07,1.905E-05,3.631E+17
1.514E-06,5.888E+16,3.467E-05,5.888E-06,1.202E-09,3.042E-12,1.413E-06,9.333E-04,3.890E+15
4.677E-06,5.623E+14,1.349E-05,7.943E-10,1.950E-08,1.048E-14,6.026E-06,2.630E-04,7.586E+15
7.079E-07,1.096E+14,2.455E-08,3.467E-09,2.884E-08,1.669E-14,3.631E-05,2.089E-07,7.413E+15
2.239E-05,2.188E+14,1.862E-04,1.778E-06,3.090E-09,9.202E-13,9.772E-08,1.148E-06,3.802E+16
1.445E-08,2.951E+16,3.020E-04,3.467E-07,8.128E-07,5.990E-13,3.090E-05,5.129E-04,7.943E+17
1.380E-05,6.607E+15,4.074E-05,2.344E-09,3.090E-08,1.717E-14,2.455E-07,1.622E-08,2.344E+16
3.802E-07,5.129E+17,1.698E-04,8.128E-10,1.905E-10,5.183E-16,1.380E-04,4.786E-07,7.244E+14
3.467E-08,4.169E+16,1.738E-05,2.188E-08,2.239E-08,2.286E-14,8.710E-05,2.570E-05,2.512E+16
3.388E-08,1.995E+14,3.162E-04,1.259E-09,1.288E-10,7.168E-16,1.318E-08,9.550E-07,2.630E+14
3.388E-08,1.995E+14,3.162E-04,1.259E-09,1.288E-10,7.168E-16,1.318E-08,9.550E-07,2.630E+14
1.995E-04,2.399E+16,1.072E-08,1.660E-10,6.310E-08,3.268E-14,6.310E-06,3.802E-05,7.413E+17
7.586E-04,1.000E+18,1.445E-07,2.884E-09,3.020E-07,1.575E-13,1.023E-07,6.761E-08,6.918E+16
2.455E-08,3.631E+14,4.266E-08,1.905E-10,3.467E-07,1.792E-13,2.630E-04,4.571E-06,9.772E+16
8.913E-07,2.089E+16,2.399E-04,1.380E-08,2.951E-06,1.532E-12,2.188E-05,2.239E-05,6.166E+15
3.388E-05,4.467E+15,1.122E-04,1.202E-07,1.349E-08,6.907E-14,2.344E-05,6.310E-05,8.710E+14
2.884E-07,1.950E+14,7.586E-04,2.818E-07,1.549E-10,1.457E-13,1.259E-06,3.311E-08,3.467E+15
2.692E-07,1.023E+17,1.585E-06,1.380E-08,1.380E-10,7.202E-15,3.890E-08,1.738E-04,1.995E+17
3.090E-07,1.288E+16,3.467E-08,2.089E-08,1.202E-06,6.318E-13,3.981E-08,1.023E-04,2.692E+14
8.128E-06,7.586E+14,2.951E-04,7.079E-10,3.311E-06,1.711E-12,3.020E-06,1.905E-04,2.188E+15
1.820E-07,7.762E+17,3.020E-06,9.120E-06,7.586E-08,4.750E-12,1.230E-04,9.550E-06,1.175E+15
1.585E-07,3.548E+15,1.288E-06,2.399E-09,7.079E-08,3.781E-14,4.074E-06,2.512E-05,1.318E+17
6.607E-08,3.311E+15,6.310E-08,1.660E-10,4.467E-09,2.393E-15,1.072E-07,9.120E-08,9.772E+15
1.202E-05,5.248E+14,1.202E-04,5.012E-10,1.349E-06,6.971E-13,1.549E-05,1.072E-08,1.820E+17
1.230E-08,7.943E+14,4.074E-08,1.549E-09,4.898E-09,3.330E-15,5.370E-07,2.291E-04,4.898E+15
1.738E-06,7.762E+16,3.715E-07,3.548E-10,9.772E-06,5.048E-12,6.918E-05,6.026E-06,5.370E+17
3.802E-07,1.023E+16,1.698E-07,1.738E-10,1.072E-08,5.625E-15,5.012E-08,1.622E-07,2.239E+15
4.898E-05,1.905E+17,2.818E-06,1.585E-09,4.467E-10,1.049E-15,1.175E-08,3.467E-05,8.710E+14
1.259E-08,1.514E+15,2.512E-08,1.047E-08,1.175E-10,5.470E-15,1.585E-07,1.479E-04,9.772E+14
1.148E-08,7.244E+15,1.259E-08,1.445E-07,1.995E-10,7.477E-14,5.495E-06,1.380E-08,2.291E+17
7.413E-04,3.467E+15,6.310E-05,1.096E-07,1.096E-07,1.133E-13,4.786E-08,1.698E-06,1.096E+16
5.248E-08,1.479E+15,5.129E-08,3.981E-09,1.175E-10,2.117E-15,5.888E-08,1.698E-05,6.310E+15
8.710E-07,9.550E+16,6.310E-06,1.122E-08,1.660E-07,9.152E-14,5.495E-08,8.710E-05,1.820E+15
1.622E-08,5.248E+15,3.311E-06,6.026E-10,1.380E-08,7.442E-15,4.898E-04,4.677E-05,2.399E+16
1.862E-08,6.310E+15,7.762E-05,4.786E-06,3.162E-07,2.636E-12,1.514E-06,3.388E-05,1.072E+16
1.995E-07,7.762E+16,8.511E-04,4.365E-06,2.455E-09,2.256E-12,1.148E-06,2.399E-07,5.495E+17
2.042E-07,4.266E+15,6.026E-04,3.631E-06,2.630E-06,3.234E-12,1.698E-05,2.951E-05,7.943E+15
4.677E-05,2.630E+16,6.166E-08,1.023E-07,5.754E-09,5.583E-14,2.455E-08,5.754E-08,1.738E+16
2.188E-06,1.778E+15,5.495E-06,1.349E-09,4.467E-10,9.275E-16,1.148E-05,5.623E-04,1.175E+15
5.495E-08,1.549E+16,6.761E-06,5.012E-07,1.778E-07,3.507E-13,3.548E-08,4.571E-05,3.467E+17
1.905E-06,7.586E+15,2.512E-04,1.905E-10,6.761E-06,3.492E-12,1.820E-07,5.888E-05,1.096E+16
4.074E-04,1.660E+14,4.898E-06,1.549E-10,2.042E-08,1.063E-14,1.585E-05,8.913E-07,2.344E+14
1.072E-04,3.467E+14,1.820E-05,2.042E-06,4.074E-08,1.076E-12,1.148E-05,3.467E-06,3.467E+14
4.074E-07,4.571E+15,1.000E-03,2.455E-10,1.202E-09,7.478E-16,4.074E-06,8.710E-04,2.570E+14
1.479E-07,1.230E+14,4.074E-07,8.710E-10,1.318E-06,6.814E-13,4.266E-07,1.259E-06,7.413E+14
1.820E-04,2.570E+16,9.550E-08,3.548E-06,8.128E-07,2.253E-12,5.754E-08,3.890E-08,2.399E+17
2.692E-05,4.677E+16,2.512E-06,2.042E-08,2.818E-07,1.561E-13,1.318E-05,2.630E-06,2.818E+17
2.399E-05,3.311E+17,1.349E-08,1.905E-08,9.550E-08,5.917E-14,7.586E-04,9.772E-06,1.318E+14
1.202E-08,1.122E+14,1.380E-08,2.630E-07,1.622E-08,1.442E-13,1.318E-05,1.288E-04,6.026E+17
1.479E-04,4.571E+15,2.951E-06,4.169E-06,1.778E-06,3.072E-12,1.288E-04,2.344E-06,8.710E+17
6.310E-05,1.023E+16,1.514E-05,1.288E-08,3.890E-07,2.076E-13,5.129E-07,4.365E-05,2.951E+17
9.333E-06,4.074E+16,5.129E-08,1.259E-10,7.943E-10,4.753E-16,3.236E-07,2.692E-07,3.311E+14
1.778E-05,2.399E+17,1.047E-07,1.349E-07,4.169E-08,9.121E-14,3.162E-08,1.514E-07,1.778E+17
3.715E-08,1.000E+14,1.905E-06,8.128E-07,1.622E-09,4.207E-13,1.738E-06,5.248E-06,1.778E+14
7.762E-06,6.310E+17,1.698E-05,2.239E-07,1.862E-08,1.253E-13,1.148E-04,7.943E-04,1.862E+17
1.122E-05,1.202E+16,1.413E-07,1.738E-07,7.762E-06,4.099E-12,7.586E-08,1.096E-04,8.710E+17
2.291E-05,3.236E+17,7.244E-04,6.457E-10,1.047E-07,5.442E-14,3.236E-08,8.128E-07,1.660E+17
1.047E-06,1.072E+17,5.370E-04,1.660E-08,2.570E-10,8.705E-15,2.399E-06,7.413E-04,4.677E+15
1.660E-08,3.802E+15,7.413E-04,7.586E-09,2.884E-06,1.494E-12,1.349E-04,7.079E-04,4.786E+14
5.012E-07,1.862E+17,6.607E-07,5.495E-06,2.239E-10,2.839E-12,2.512E-04,6.607E-06,6.310E+16
4.786E-06,2.630E+14,1.023E-07,2.512E-08,1.950E-08,2.305E-14,1.514E-08,4.677E-07,9.120E+15
1.148E-04,6.761E+14,5.623E-04,6.761E-07,3.311E-07,5.203E-13,8.913E-04,1.023E-05,2.512E+15
3.467E-07,7.762E+16,1.122E-06,1.318E-09,8.710E-09,5.180E-15,1.380E-08,6.761E-07,7.943E+17
2.818E-07,6.761E+17,1.549E-04,5.129E-07,9.120E-08,3.120E-13,9.550E-07,3.311E-05,3.090E+16
2.630E-08,7.586E+15,5.129E-07,8.511E-06,6.607E-06,7.809E-12,8.318E-04,6.607E-04,3.981E+16
2.630E-08,7.586E+15,5.129E-07,8.511E-06,6.607E-06,7.809E-12,8.318E-04,6.607E-04,3.981E+16
8.318E-05,4.786E+17,6.166E-08,9.772E-07,8.511E-08,5.488E-13,6.918E-08,1.047E-04,3.802E+17
2.455E-08,3.981E+15,2.399E-06,1.738E-08,2.291E-06,1.192E-12,2.455E-07,8.128E-04,7.079E+14
3.548E-04,1.445E+16,1.905E-08,5.129E-07,1.820E-06,1.205E-12,5.495E-04,3.631E-08,7.413E+14
8.913E-06,9.550E+14,2.344E-08,2.188E-08,7.413E-09,1.513E-14,1.318E-08,1.122E-08,1.096E+16
6.918E-05,5.248E+16,5.495E-08,4.169E-08,5.370E-10,2.181E-14,6.607E-05,6.310E-07,6.310E+16
2.399E-05,7.943E+17,8.511E-04,8.913E-08,1.778E-07,1.379E-13,1.318E-08,5.129E-08,1.862E+16
9.120E-04,9.120E+16,1.820E-07,4.365E-06,4.898E-06,4.785E-12,4.467E-06,6.457E-08,2.884E+14
1.288E-07,2.239E+17,1.778E-05,5.623E-09,6.310E-10,3.231E-15,8.318E-08,8.913E-04,3.020E+15
2.138E-05,6.761E+15,6.310E-06,2.512E-06,7.762E-08,1.338E-12,1.413E-07,1.148E-06,4.365E+14
2.570E-08,4.365E+17,8.318E-07,1.380E-07,3.981E-09,7.336E-14,6.457E-04,5.129E-04,1.585E+14
1.096E-04,8.128E+15,4.786E-06,2.630E-07,5.248E-07,4.070E-13,1.660E-04,1.230E-08,3.162E+16
3.631E-05,7.586E+17,3.311E-06,2.188E-09,1.995E-10,1.233E-15,2.291E-08,7.079E-08,1.230E+14
1.230E-08,1.778E+17,3.236E-06,3.802E-09,1.202E-09,2.585E-15,8.913E-07,1.380E-08,3.631E+15
7.244E-06,1.023E+17,1.660E-07,6.026E-08,5.012E-08,5.701E-14,2.630E-04,4.571E-05,8.318E+15
7.244E-06,3.311E+17,1.479E-04,3.162E-10,1.023E-10,2.162E-16,1.622E-05,5.623E-08,2.818E+14
1.072E-06,1.950E+15,1.000E-08,4.365E-06,3.802E-10,2.255E-12,1.549E-08,9.333E-08,5.888E+14
7.943E-06,5.623E+17,4.074E-06,7.762E-10,1.122E-08,6.197E-15,4.074E-05,2.188E-04,2.754E+15
4.898E-05,2.692E+15,3.311E-05,8.511E-10,4.571E-06,2.362E-12,6.761E-06,8.511E-05,1.349E+15
9.772E-07,5.754E+16,3.981E-08,3.890E-09,4.571E-09,4.371E-15,2.692E-05,2.884E-06,7.586E+14
3.890E-06,3.388E+17,1.047E-08,2.570E-06,2.512E-08,1.341E-12,2.570E-06,2.630E-04,3.311E+16
1.950E-05,2.630E+14,7.244E-08,8.710E-09,7.413E-06,3.834E-12,2.291E-06,8.511E-06,5.248E+15
2.512E-07,1.072E+16,1.585E-05,7.762E-06,3.162E-08,4.026E-12,1.778E-05,5.248E-07,4.786E+15
